"source"	"reviewStatus"	"reviewNote"	"reviewer"	"reviewedAt"	"reviewPriority"	"genre"	"title"	"creator"	"license"	"referenceUrl"	"candidateAudioUrl"	"identifier"	"sourceReviewQueue"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"[RAR036] Jak - Echo Infection EP"	"Jak"	"CC-BY-NC-SA"	"https://archive.org/details/rar036Jak-EchoInfectionEp"	"https://archive.org/download/rar036Jak-EchoInfectionEp/02_Mode_Of_Life.mp3"	"rar036Jak-EchoInfectionEp"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"[RAR034] Dennis Shoker Warm Reception EP"	"Dennis Shoker"	"CC-BY-NC-SA"	"https://archive.org/details/Rar034_dennis_shoker_warmReception_ep"	"https://archive.org/download/Rar034_dennis_shoker_warmReception_ep/01_Striped.mp3"	"Rar034_dennis_shoker_warmReception_ep"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"[RAR028] Chris Bulman - Colour Of Nite EP"	"Chris Bulman"	"CC-BY-NC-SA"	"https://archive.org/details/RAR028_Chris_Bulman_Colour_Of_Nite_EP"	"https://archive.org/download/RAR028_Chris_Bulman_Colour_Of_Nite_EP/04_Wamping_Willow.mp3"	"RAR028_Chris_Bulman_Colour_Of_Nite_EP"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"Carousel E.P."	"Aerologic"	"CC-BY-NC"	"https://archive.org/details/tou340"	"https://archive.org/download/tou340/Aerologic%20-%20White%20Label.mp3"	"tou340"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"Purple World"	"Astral Outlander"	"CC-BY-NC-SA"	"https://archive.org/details/Jamendo0132171"	"https://archive.org/download/Jamendo0132171/14%20-%20Astral%20Outlander%20-%20Spring%20Comes.ogg"	"Jamendo0132171"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"85"	"ディープ・ハウス"	"Speedsound - Interstellar Troublemaker - The X Files"	"Speedsound"	"CC-BY-NC-SA"	"https://archive.org/details/jamendo-138133"	"https://archive.org/download/jamendo-138133/01-1151479-Speedsound-Interstellar%20Troublemaker%20-%20The%20X%20Files.mp3"	"jamendo-138133"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"100"	"トラップ"	"instrumental trap track "	"808 master"	"CC0"	"https://archive.org/details/natbombcrap"	"https://archive.org/download/natbombcrap/natbombcrap.mp3"	"natbombcrap"	"genre-training/internet-archive-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"100"	"トラップ"	"File:What Is Love (ISRC USUAN1500067).mp3"	"Kevin MacLeod"	"CC-BY"	"https://commons.wikimedia.org/wiki/File:What_Is_Love_(ISRC_USUAN1500067).mp3"	"https://upload.wikimedia.org/wikipedia/commons/1/13/What_Is_Love_%28ISRC_USUAN1500067%29.mp3"	"File:What Is Love (ISRC USUAN1500067).mp3"	"genre-training/wikimedia-commons-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"100"	"トラップ"	"File:Audionautix-com-ccby-trapbed.mp3"	"Created by Jason Shaw. Released under Creative Commons Attribution License 3.0. Required credit: ""music by audionautix.com"". A signed release form is available at http://audionautix.com"	"CC-BY"	"https://commons.wikimedia.org/wiki/File:Audionautix-com-ccby-trapbed.mp3"	"https://upload.wikimedia.org/wikipedia/commons/9/93/Audionautix-com-ccby-trapbed.mp3"	"File:Audionautix-com-ccby-trapbed.mp3"	"genre-training/wikimedia-commons-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"100"	"トラップ"	"File:Tre trappor upp i Urvädersgränd - SMV - SVA BB 5302 04.wav"	"Swedish Performing Arts Agency, Radio Sweden's recordings of folk music"	"CC0"	"https://commons.wikimedia.org/wiki/File:Tre_trappor_upp_i_Urv%C3%A4dersgr%C3%A4nd_-_SMV_-_SVA_BB_5302_04.wav"	"https://upload.wikimedia.org/wikipedia/commons/2/21/Tre_trappor_upp_i_Urv%C3%A4dersgr%C3%A4nd_-_SMV_-_SVA_BB_5302_04.wav"	"File:Tre trappor upp i Urvädersgränd - SMV - SVA BB 5302 04.wav"	"genre-training/wikimedia-commons-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"100"	"トラップ"	"File:Everytrackanessay - Barely Alive.wav"	"everytrackanessay (Simplicissimus &amp; Fern)"	"CC-BY"	"https://commons.wikimedia.org/wiki/File:Everytrackanessay_-_Barely_Alive.wav"	"https://upload.wikimedia.org/wikipedia/commons/e/ea/Everytrackanessay_-_Barely_Alive.wav"	"File:Everytrackanessay - Barely Alive.wav"	"genre-training/wikimedia-commons-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"96"	"トラップ"	"File:A little 808 beat (Antti Luode).mp3"	"Antti Luode"	"CC-BY"	"https://commons.wikimedia.org/wiki/File:A_little_808_beat_(Antti_Luode).mp3"	"https://upload.wikimedia.org/wikipedia/commons/7/77/A_little_808_beat_%28Antti_Luode%29.mp3"	"File:A little 808 beat (Antti Luode).mp3"	"genre-training/wikimedia-commons-review-queue.tsv"
"wikimedia-commons"	""	"Candidate only. Verify Commons page, license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"96"	"トラップ"	"File:ZappBeats 808.wav"	"UnKnownrNone"	"CC0"	"https://commons.wikimedia.org/wiki/File:ZappBeats_808.wav"	"https://upload.wikimedia.org/wikipedia/commons/5/56/ZappBeats_808.wav"	"File:ZappBeats 808.wav"	"genre-training/wikimedia-commons-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"93"	"トラップ"	"10102012 90bpm 1 3"	"13 Mitred Abbots"	"CC-BY"	"https://archive.org/details/1010201290bpm13"	"https://archive.org/download/1010201290bpm13/10102012%2090bpm1_3.flac"	"1010201290bpm13"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"92"	"トラップ"	"TRAP BEAT FREE USE T RAP BASE RAP # DUB # REGGAE"	"(BASE RAP) Sebastián Lorca Díez"	"CC-BY"	"https://archive.org/details/TRAPBEATFREEUSETRAPBASERAPDUBREGGAE"	"https://archive.org/download/TRAPBEATFREEUSETRAPBASERAPDUBREGGAE/TrapBeatFreeUse22t-rap22BaseRapdubreggae-1db.mp3"	"TRAPBEATFREEUSETRAPBASERAPDUBREGGAE"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"91"	"トラップ"	"The Gxod Prequel "	"BenJamin Banger"	"CC-BY-SA"	"https://archive.org/details/BenjaminBanger"	"https://archive.org/download/BenjaminBanger/The%20Gxod%20Prequel/Tupac.mp3"	"BenjaminBanger"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"88"	"トラップ"	"THE EYE TRAP RAP TRAP INSTRUMENTAL BEAT"	"Sebastián Lorca Díez, Youtube (BASE RAP)"	"CC-BY"	"https://archive.org/details/THEEYETRAPRAPTRAPINSTRUMENTALBEAT"	"https://archive.org/download/THEEYETRAPRAPTRAPINSTRUMENTALBEAT/THE%20EYE%20TRAP%20-%20RAP-TRAP%20INSTRUMENTAL%20BEAT.mp3"	"THEEYETRAPRAPTRAPINSTRUMENTALBEAT"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"トラップ"	"Aenvelora - Starlit Outbreak Album Phonk"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://archive.org/details/aenvelora-cosmic-drift"	"https://archive.org/download/aenvelora-cosmic-drift/Aenvelora%20-%20PulseBreaker%20Ver.%202.flac"	"aenvelora-cosmic-drift"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"トラップ"	"Aenvelora - Generation Reset Album"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://archive.org/details/aenvelora-generation-reset"	"https://archive.org/download/aenvelora-generation-reset/Aenvelora%20-%20Generation%20Reset.flac"	"aenvelora-generation-reset"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"77"	"トラップ"	"Dalot - Levelling [pan088]"	"Maria Papadomanolaki"	"CC-BY-NC-ND"	"https://archive.org/details/pan088"	"https://archive.org/download/pan088/pan088-dalot-level_2.mp3"	"pan088"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"76"	"トラップ"	"Infra Red Army - Black Body EP [ns15]"	"Infra Red Army"	"CC-BY-NC-ND"	"https://archive.org/details/ns15"	"https://archive.org/download/ns15/03-ira-optimystique.mp3"	"ns15"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"70"	"トラップ"	"Aenvelora - Cyber Drift Phonk"	"Aenvelora, Aenvelora "	"CC-BY-NC-ND"	"https://archive.org/details/aenvelora-cyber-drift"	"https://archive.org/download/aenvelora-cyber-drift/Aenvelora%20-%20Midnight%20Drift.flac"	"aenvelora-cyber-drift"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"84"	"ハードコア"	"RETOUR A L ANORMAL par LA 6 EME REPUBLIQUE "	"La 6Eme REpublique"	"CC-BY-NC-SA"	"https://archive.org/details/LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL"	"https://archive.org/download/LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL/04.ATTENTION_A_LA_MARCHE_LA_6EME_REPUBLIQUE_RETOUR_A_L_ANORMAL.flac"	"LA_SIXIEME_REPUBLIQUE_RETOUR_A_L_ANORMAL"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"84"	"ハードコア"	"Junk DNA III : A Tribute to David Cronenberg"	"Ed End"	"CC-BY-NC-SA"	"https://archive.org/details/Ed_End_Junk_DNA_III"	"https://archive.org/download/Ed_End_Junk_DNA_III/02.Fathom_Exercise_Ed_End_Junk_DNA_III%20.mp3"	"Ed_End_Junk_DNA_III"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"ハードコア"	"COREBACKRECORDS64"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS64"	"https://archive.org/download/COREBACKRECORDS64/04_MANSHA_Aku_Soku_Zan.mp3"	"COREBACKRECORDS64"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"ハードコア"	"Nonsense - Burning Inside"	"Nonsense"	"CC-BY-NC-ND"	"https://archive.org/details/NONSENSE_-_Burning_Inside"	"https://archive.org/download/NONSENSE_-_Burning_Inside/06_Nonsense_-_Our_Showdown.mp3"	"NONSENSE_-_Burning_Inside"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"ハードコア"	"[FSC004] Very Expensive Porno Movie - Fist Fuck Fever"	"Yes No Wave Music"	"CC-BY-NC-ND"	"https://archive.org/details/FSC004"	"https://archive.org/download/FSC004/13__Fist_Fuck_Fever.mp3"	"FSC004"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"81"	"ハードコア"	"COREBACKRECORDS72"	"COREBACKRECORDS"	"CC-BY-NC-SA"	"https://archive.org/details/COREBACKRECORDS72"	"https://archive.org/download/COREBACKRECORDS72/ThirdI_kolaboracija_Bolest_Evropa_01_Wired.mp3"	"COREBACKRECORDS72"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS53"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS53"	"https://archive.org/download/COREBACKRECORDS53/02_LET_SHADOWS_FEED_MY_DARK_Ciclotimic.mp3"	"COREBACKRECORDS53"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"	"https://archive.org/download/COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori/05_MANSHA_KENJI_SIRATORI_Insane_Asylum.mp3"	"COREBACKRECORDS50_Man-Sha_and_Kenji_Siratori"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDSFREETRACK01"	"COREBACKRECORDSFREETRACK01"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDSFRETRACK01"	"https://archive.org/download/COREBACKRECORDSFRETRACK01/FANFARE_HOOD_BRACK_AGE_lune_est_soleil_assos.mp3"	"COREBACKRECORDSFRETRACK01"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS14"	"COREBACKRECORDS014"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS014"	"https://archive.org/download/COREBACKRECORDS014/02ShellDivingGraceHome.mp3"	"COREBACKRECORDS014"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDSFREETRACK02"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDSFREETRACK02"	"https://archive.org/download/COREBACKRECORDSFREETRACK02/KAG_RAZOR_lune_est_soleil_assos_vbr.mp3"	"COREBACKRECORDSFREETRACK02"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS59"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS059"	"https://archive.org/download/COREBACKRECORDS059/BUBEN_03_Senakos_Hay_gathering_time.mp3"	"COREBACKRECORDS059"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS63"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS063"	"https://archive.org/download/COREBACKRECORDS063/04_PARADEIGMA_one_Shout_at_the_one_with_the_wind.mp3"	"COREBACKRECORDS063"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS054"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS054"	"https://archive.org/download/COREBACKRECORDS054/08_LodemidiQuail_TrogloboticFiendBurial.mp3"	"COREBACKRECORDS054"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS57"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS57"	"https://archive.org/download/COREBACKRECORDS57/BUBEN_07_Significant.mp3"	"COREBACKRECORDS57"	"genre-training/internet-archive-review-queue.tsv"
"internet-archive"	""	"Candidate only. Verify license, genre label, and audio quality before downloading outside the repo and importing as formal CC audio."	""	""	"80"	"ハードコア"	"COREBACKRECORDS55"	"COREBACKRECORDS"	"CC-BY-NC-ND"	"https://archive.org/details/COREBACKRECORDS55"	"https://archive.org/download/COREBACKRECORDS55/07_Waves_vbr.mp3"	"COREBACKRECORDS55"	"genre-training/internet-archive-review-queue.tsv"
